-1 	-1 	0.05 	2.74184e-05
-0.984252 	-1 	0.05 	2.70575e-05
-0.968504 	-1 	0.05 	2.67103e-05
-0.952756 	-1 	0.05 	2.63169e-05
-0.937008 	-1 	0.05 	2.58182e-05
-0.92126 	-1 	0.05 	2.57078e-05
-0.905512 	-1 	0.05 	2.51237e-05
-0.889764 	-1 	0.05 	2.45397e-05
-0.874016 	-1 	0.05 	2.41954e-05
-0.858268 	-1 	0.05 	2.4613e-05
-0.84252 	-1 	0.05 	2.50305e-05
-0.826772 	-1 	0.05 	2.54568e-05
-0.811024 	-1 	0.05 	2.57846e-05
-0.795276 	-1 	0.05 	2.60124e-05
-0.779528 	-1 	0.05 	2.57307e-05
-0.76378 	-1 	0.05 	2.61741e-05
-0.748031 	-1 	0.05 	2.62583e-05
-0.732283 	-1 	0.05 	2.38275e-05
-0.716535 	-1 	0.05 	2.1233e-05
-0.700787 	-1 	0.05 	1.91223e-05
-0.685039 	-1 	0.05 	1.89474e-05
-0.669291 	-1 	0.05 	1.87725e-05
-0.653543 	-1 	0.05 	1.84993e-05
-0.637795 	-1 	0.05 	1.77314e-05
-0.622047 	-1 	0.05 	1.74937e-05
-0.606299 	-1 	0.05 	1.72813e-05
-0.590551 	-1 	0.05 	1.70689e-05
-0.574803 	-1 	0.05 	1.626e-05
-0.559055 	-1 	0.05 	1.58166e-05
-0.543307 	-1 	0.05 	1.52178e-05
-0.527559 	-1 	0.05 	1.40847e-05
-0.511811 	-1 	0.05 	1.26057e-05
-0.496063 	-1 	0.05 	1.14459e-05
-0.480315 	-1 	0.05 	1.10824e-05
-0.464567 	-1 	0.05 	1.15647e-05
-0.448819 	-1 	0.05 	1.1018e-05
-0.433071 	-1 	0.05 	1.04086e-05
-0.417323 	-1 	0.05 	9.43124e-06
-0.401575 	-1 	0.05 	7.95269e-06
-0.385827 	-1 	0.05 	6.47413e-06
-0.370079 	-1 	0.05 	4.71928e-06
-0.354331 	-1 	0.05 	2.97223e-06
-0.338583 	-1 	0.05 	1.79091e-06
-0.322835 	-1 	0.05 	1.66249e-06
-0.307087 	-1 	0.05 	1.34327e-06
-0.291339 	-1 	0.05 	-4.64105e-08
-0.275591 	-1 	0.05 	-1.56805e-06
-0.259843 	-1 	0.05 	-2.9107e-06
-0.244094 	-1 	0.05 	-4.21296e-06
-0.228346 	-1 	0.05 	-5.52168e-06
-0.212598 	-1 	0.05 	-6.74957e-06
-0.19685 	-1 	0.05 	-7.9779e-06
-0.181102 	-1 	0.05 	-9.13197e-06
-0.165354 	-1 	0.05 	-1.03332e-05
-0.149606 	-1 	0.05 	-1.18234e-05
-0.133858 	-1 	0.05 	-1.27412e-05
-0.11811 	-1 	0.05 	-1.3601e-05
-0.102362 	-1 	0.05 	-1.45138e-05
-0.0866142 	-1 	0.05 	-1.52565e-05
-0.0708661 	-1 	0.05 	-1.63044e-05
-0.0551181 	-1 	0.05 	-1.70979e-05
-0.0393701 	-1 	0.05 	-1.70076e-05
-0.023622 	-1 	0.05 	-1.93419e-05
-0.00787402 	-1 	0.05 	-2.18139e-05
0.00787402 	-1 	0.05 	-2.2953e-05
0.023622 	-1 	0.05 	-2.3401e-05
0.0393701 	-1 	0.05 	-2.37903e-05
0.0551181 	-1 	0.05 	-2.47648e-05
0.0708661 	-1 	0.05 	-2.5956e-05
0.0866142 	-1 	0.05 	-2.69469e-05
0.102362 	-1 	0.05 	-2.8082e-05
0.11811 	-1 	0.05 	-2.92057e-05
0.133858 	-1 	0.05 	-2.96105e-05
0.149606 	-1 	0.05 	-2.99296e-05
0.165354 	-1 	0.05 	-3.07771e-05
0.181102 	-1 	0.05 	-3.149e-05
0.19685 	-1 	0.05 	-3.03274e-05
0.212598 	-1 	0.05 	-3.21011e-05
0.228346 	-1 	0.05 	-3.51176e-05
0.244094 	-1 	0.05 	-3.64694e-05
0.259843 	-1 	0.05 	-3.74446e-05
0.275591 	-1 	0.05 	-3.76257e-05
0.291339 	-1 	0.05 	-3.73197e-05
0.307087 	-1 	0.05 	-3.74376e-05
0.322835 	-1 	0.05 	-3.88695e-05
0.338583 	-1 	0.05 	-4.0369e-05
0.354331 	-1 	0.05 	-4.18192e-05
0.370079 	-1 	0.05 	-4.2055e-05
0.385827 	-1 	0.05 	-4.22922e-05
0.401575 	-1 	0.05 	-4.25649e-05
0.417323 	-1 	0.05 	-4.28499e-05
0.433071 	-1 	0.05 	-4.31246e-05
0.448819 	-1 	0.05 	-4.33993e-05
0.464567 	-1 	0.05 	-4.36891e-05
0.480315 	-1 	0.05 	-4.41615e-05
0.496063 	-1 	0.05 	-4.48992e-05
0.511811 	-1 	0.05 	-4.56378e-05
0.527559 	-1 	0.05 	-4.63774e-05
0.543307 	-1 	0.05 	-4.63314e-05
0.559055 	-1 	0.05 	-4.59827e-05
0.574803 	-1 	0.05 	-4.58814e-05
0.590551 	-1 	0.05 	-4.578e-05
0.606299 	-1 	0.05 	-4.56786e-05
0.622047 	-1 	0.05 	-4.57903e-05
0.637795 	-1 	0.05 	-4.63758e-05
0.653543 	-1 	0.05 	-4.63687e-05
0.669291 	-1 	0.05 	-4.64893e-05
0.685039 	-1 	0.05 	-4.66098e-05
0.700787 	-1 	0.05 	-4.62584e-05
0.716535 	-1 	0.05 	-4.44969e-05
0.732283 	-1 	0.05 	-4.40676e-05
0.748031 	-1 	0.05 	-4.28904e-05
0.76378 	-1 	0.05 	-4.05982e-05
0.779528 	-1 	0.05 	-4.25435e-05
0.795276 	-1 	0.05 	-4.53234e-05
0.811024 	-1 	0.05 	-4.75847e-05
0.826772 	-1 	0.05 	-4.92634e-05
0.84252 	-1 	0.05 	-4.90503e-05
0.858268 	-1 	0.05 	-4.72939e-05
0.874016 	-1 	0.05 	-4.64302e-05
0.889764 	-1 	0.05 	-4.55665e-05
0.905512 	-1 	0.05 	-4.57474e-05
0.92126 	-1 	0.05 	-4.66173e-05
0.937008 	-1 	0.05 	-4.74787e-05
0.952756 	-1 	0.05 	-4.83006e-05
0.968504 	-1 	0.05 	-4.85946e-05
0.984252 	-1 	0.05 	-4.78142e-05
1 	-1 	0.05 	-4.59177e-05
-1 	-0.984252 	0.05 	2.8159e-05
-0.984252 	-0.984252 	0.05 	2.77896e-05
-0.968504 	-0.984252 	0.05 	2.74423e-05
-0.952756 	-0.984252 	0.05 	2.70951e-05
-0.937008 	-0.984252 	0.05 	2.67571e-05
-0.92126 	-0.984252 	0.05 	2.64492e-05
-0.905512 	-0.984252 	0.05 	2.60348e-05
-0.889764 	-0.984252 	0.05 	2.56204e-05
-0.874016 	-0.984252 	0.05 	2.5206e-05
-0.858268 	-0.984252 	0.05 	2.53232e-05
-0.84252 	-0.984252 	0.05 	2.57407e-05
-0.826772 	-0.984252 	0.05 	2.61698e-05
-0.811024 	-0.984252 	0.05 	2.65075e-05
-0.795276 	-0.984252 	0.05 	2.61283e-05
-0.779528 	-0.984252 	0.05 	2.57492e-05
-0.76378 	-0.984252 	0.05 	2.60805e-05
-0.748031 	-0.984252 	0.05 	2.5186e-05
-0.732283 	-0.984252 	0.05 	2.39803e-05
-0.716535 	-0.984252 	0.05 	2.26276e-05
-0.700787 	-0.984252 	0.05 	2.17057e-05
-0.685039 	-0.984252 	0.05 	2.1067e-05
-0.669291 	-0.984252 	0.05 	2.04282e-05
-0.653543 	-0.984252 	0.05 	1.95374e-05
-0.637795 	-0.984252 	0.05 	1.80997e-05
-0.622047 	-0.984252 	0.05 	1.71941e-05
-0.606299 	-0.984252 	0.05 	1.69216e-05
-0.590551 	-0.984252 	0.05 	1.66491e-05
-0.574803 	-0.984252 	0.05 	1.64111e-05
-0.559055 	-0.984252 	0.05 	1.5772e-05
-0.543307 	-0.984252 	0.05 	1.51466e-05
-0.527559 	-0.984252 	0.05 	1.4476e-05
-0.511811 	-0.984252 	0.05 	1.34796e-05
-0.496063 	-0.984252 	0.05 	1.26831e-05
-0.480315 	-0.984252 	0.05 	1.22098e-05
-0.464567 	-0.984252 	0.05 	1.24227e-05
-0.448819 	-0.984252 	0.05 	1.17743e-05
-0.433071 	-0.984252 	0.05 	1.13495e-05
-0.417323 	-0.984252 	0.05 	1.00171e-05
-0.401575 	-0.984252 	0.05 	9.3651e-06
-0.385827 	-0.984252 	0.05 	6.17776e-06
-0.370079 	-0.984252 	0.05 	3.71574e-06
-0.354331 	-0.984252 	0.05 	2.72929e-06
-0.338583 	-0.984252 	0.05 	2.32871e-06
-0.322835 	-0.984252 	0.05 	1.58705e-06
-0.307087 	-0.984252 	0.05 	1.09371e-06
-0.291339 	-0.984252 	0.05 	2.44336e-07
-0.275591 	-0.984252 	0.05 	-1.20703e-06
-0.259843 	-0.984252 	0.05 	-2.57299e-06
-0.244094 	-0.984252 	0.05 	-3.95396e-06
-0.228346 	-0.984252 	0.05 	-5.28689e-06
-0.212598 	-0.984252 	0.05 	-6.45854e-06
-0.19685 	-0.984252 	0.05 	-7.67108e-06
-0.181102 	-0.984252 	0.05 	-8.88373e-06
-0.165354 	-0.984252 	0.05 	-1.03171e-05
-0.149606 	-0.984252 	0.05 	-1.19293e-05
-0.133858 	-0.984252 	0.05 	-1.28601e-05
-0.11811 	-0.984252 	0.05 	-1.36159e-05
-0.102362 	-0.984252 	0.05 	-1.50731e-05
-0.0866142 	-0.984252 	0.05 	-1.58466e-05
-0.0708661 	-0.984252 	0.05 	-1.6686e-05
-0.0551181 	-0.984252 	0.05 	-1.74916e-05
-0.0393701 	-0.984252 	0.05 	-1.86166e-05
-0.023622 	-0.984252 	0.05 	-2.03914e-05
-0.00787402 	-0.984252 	0.05 	-2.24373e-05
0.00787402 	-0.984252 	0.05 	-2.18638e-05
0.023622 	-0.984252 	0.05 	-2.21716e-05
0.0393701 	-0.984252 	0.05 	-2.25053e-05
0.0551181 	-0.984252 	0.05 	-2.50398e-05
0.0708661 	-0.984252 	0.05 	-2.67899e-05
0.0866142 	-0.984252 	0.05 	-2.78269e-05
0.102362 	-0.984252 	0.05 	-2.86872e-05
0.11811 	-0.984252 	0.05 	-2.95076e-05
0.133858 	-0.984252 	0.05 	-2.96797e-05
0.149606 	-0.984252 	0.05 	-3.00867e-05
0.165354 	-0.984252 	0.05 	-3.04936e-05
0.181102 	-0.984252 	0.05 	-3.09608e-05
0.19685 	-0.984252 	0.05 	-3.14301e-05
0.212598 	-0.984252 	0.05 	-3.30263e-05
0.228346 	-0.984252 	0.05 	-3.48344e-05
0.244094 	-0.984252 	0.05 	-3.63211e-05
0.259843 	-0.984252 	0.05 	-3.72877e-05
0.275591 	-0.984252 	0.05 	-3.82543e-05
0.291339 	-0.984252 	0.05 	-3.84765e-05
0.307087 	-0.984252 	0.05 	-3.9564e-05
0.322835 	-0.984252 	0.05 	-4.1328e-05
0.338583 	-0.984252 	0.05 	-4.3323e-05
0.354331 	-0.984252 	0.05 	-4.25014e-05
0.370079 	-0.984252 	0.05 	-4.26468e-05
0.385827 	-0.984252 	0.05 	-4.29195e-05
0.401575 	-0.984252 	0.05 	-4.31455e-05
0.417323 	-0.984252 	0.05 	-4.34214e-05
0.433071 	-0.984252 	0.05 	-4.37951e-05
0.448819 	-0.984252 	0.05 	-4.41062e-05
0.464567 	-0.984252 	0.05 	-4.45511e-05
0.480315 	-0.984252 	0.05 	-4.50195e-05
0.496063 	-0.984252 	0.05 	-4.5512e-05
0.511811 	-0.984252 	0.05 	-4.61672e-05
0.527559 	-0.984252 	0.05 	-4.69173e-05
0.543307 	-0.984252 	0.05 	-4.68174e-05
0.559055 	-0.984252 	0.05 	-4.5797e-05
0.574803 	-0.984252 	0.05 	-4.52644e-05
0.590551 	-0.984252 	0.05 	-4.56158e-05
0.606299 	-0.984252 	0.05 	-4.57246e-05
0.622047 	-0.984252 	0.05 	-4.47874e-05
0.637795 	-0.984252 	0.05 	-4.86034e-05
0.653543 	-0.984252 	0.05 	-5.04068e-05
0.669291 	-0.984252 	0.05 	-5.0071e-05
0.685039 	-0.984252 	0.05 	-4.93761e-05
0.700787 	-0.984252 	0.05 	-4.71043e-05
0.716535 	-0.984252 	0.05 	-4.48328e-05
0.732283 	-0.984252 	0.05 	-4.44946e-05
0.748031 	-0.984252 	0.05 	-4.50065e-05
0.76378 	-0.984252 	0.05 	-4.3811e-05
0.779528 	-0.984252 	0.05 	-4.57226e-05
0.795276 	-0.984252 	0.05 	-4.63619e-05
0.811024 	-0.984252 	0.05 	-4.66479e-05
0.826772 	-0.984252 	0.05 	-4.7903e-05
0.84252 	-0.984252 	0.05 	-4.92591e-05
0.858268 	-0.984252 	0.05 	-4.76781e-05
0.874016 	-0.984252 	0.05 	-4.68143e-05
0.889764 	-0.984252 	0.05 	-4.66508e-05
0.905512 	-0.984252 	0.05 	-4.67354e-05
0.92126 	-0.984252 	0.05 	-4.75583e-05
0.937008 	-0.984252 	0.05 	-4.84153e-05
0.952756 	-0.984252 	0.05 	-4.92372e-05
0.968504 	-0.984252 	0.05 	-4.99276e-05
0.984252 	-0.984252 	0.05 	-4.88562e-05
1 	-0.984252 	0.05 	-4.69597e-05
-1 	-0.968504 	0.05 	2.88995e-05
-0.984252 	-0.968504 	0.05 	2.85391e-05
-0.968504 	-0.968504 	0.05 	2.82302e-05
-0.952756 	-0.968504 	0.05 	2.79284e-05
-0.937008 	-0.968504 	0.05 	2.76976e-05
-0.92126 	-0.968504 	0.05 	2.76414e-05
-0.905512 	-0.968504 	0.05 	2.71941e-05
-0.889764 	-0.968504 	0.05 	2.67512e-05
-0.874016 	-0.968504 	0.05 	2.63369e-05
-0.858268 	-0.968504 	0.05 	2.60335e-05
-0.84252 	-0.968504 	0.05 	2.64529e-05
-0.826772 	-0.968504 	0.05 	2.67965e-05
