-1 	-1 	0.05 	0.0058232 	-0.00240911 	2.14249e-22
-0.984252 	-1 	0.05 	0.0058156 	-0.00241611 	2.63328e-22
-0.968504 	-1 	0.05 	0.00580759 	-0.00242064 	9.26348e-23
-0.952756 	-1 	0.05 	0.00579975 	-0.00242533 	-9.16214e-23
-0.937008 	-1 	0.05 	0.00579228 	-0.0024304 	-3.06848e-22
-0.92126 	-1 	0.05 	0.00578627 	-0.0024322 	-8.75845e-23
-0.905512 	-1 	0.05 	0.00578109 	-0.00243644 	6.79829e-23
-0.889764 	-1 	0.05 	0.0057759 	-0.00244069 	2.2355e-22
-0.874016 	-1 	0.05 	0.00577036 	-0.00244311 	2.90189e-22
-0.858268 	-1 	0.05 	0.00576501 	-0.00243951 	1.14466e-22
-0.84252 	-1 	0.05 	0.00575966 	-0.00243591 	-6.1257e-23
-0.826772 	-1 	0.05 	0.00575609 	-0.002435 	-5.32721e-23
-0.811024 	-1 	0.05 	0.00575548 	-0.00243302 	-6.34008e-23
-0.795276 	-1 	0.05 	0.00575672 	-0.00242915 	-1.54408e-22
-0.779528 	-1 	0.05 	0.00575676 	-0.00242443 	-2.04748e-22
-0.76378 	-1 	0.05 	0.00576054 	-0.00241974 	-9.19692e-23
-0.748031 	-1 	0.05 	0.00576327 	-0.0024143 	-7.80155e-24
-0.732283 	-1 	0.05 	0.00575757 	-0.00240375 	-5.57038e-23
-0.716535 	-1 	0.05 	0.0057543 	-0.00239371 	-8.00474e-23
-0.700787 	-1 	0.05 	0.00575637 	-0.00238404 	-4.48284e-23
-0.685039 	-1 	0.05 	0.00575485 	-0.00237115 	-1.98627e-23
-0.669291 	-1 	0.05 	0.00575334 	-0.00235826 	5.10303e-24
-0.653543 	-1 	0.05 	0.0057518 	-0.00234567 	3.87847e-23
-0.637795 	-1 	0.05 	0.00575062 	-0.00233125 	4.68264e-23
-0.622047 	-1 	0.05 	0.00574971 	-0.0023145 	6.88852e-23
-0.606299 	-1 	0.05 	0.00574866 	-0.00229844 	9.91934e-23
